timestamp,open,high,low,close,volume
2026-02-21T08:00:00Z,67863.67000000,68286.62000000,67863.67000000,68124.61000000,1.93548000
2026-02-21T12:00:00Z,68130.57000000,68696.22000000,67910.31000000,68662.52000000,5.01545000
2026-02-21T16:00:00Z,68554.87000000,68654.57000000,68086.59000000,68560.62000000,2.81837000
2026-02-21T20:00:00Z,68529.03000000,68598.06000000,67904.39000000,68023.17000000,2.83479000
2026-02-22T00:00:00Z,67984.38000000,68234.25000000,67764.61000000,68019.70000000,2.37218000
2026-02-22T04:00:00Z,68057.16000000,68170.64000000,67900.30000000,68024.08000000,1.12317000
2026-02-22T08:00:00Z,68008.44000000,68290.47000000,67941.05000000,68223.91000000,0.79479000
2026-02-22T12:00:00Z,68241.84000000,68241.84000000,67323.09000000,67758.21000000,3.74296000
2026-02-22T16:00:00Z,67670.45000000,67687.67000000,67190.10000000,67433.18000000,2.10018000
2026-02-22T20:00:00Z,67433.18000000,67750.00000000,67345.97000000,67637.42000000,4.16080000
2026-02-23T00:00:00Z,67669.83000000,67678.51000000,64318.68000000,64950.77000000,14.07192000
2026-02-23T04:00:00Z,64963.44000000,66006.28000000,64672.23000000,65953.67000000,2.40104000
2026-02-23T08:00:00Z,65862.80000000,66593.67000000,65585.82000000,66228.64000000,2.21894000
2026-02-23T12:00:00Z,66230.04000000,66500.00000000,65529.99000000,65713.78000000,7.63063000
2026-02-23T16:00:00Z,65672.80000000,65672.80000000,64117.22000000,64289.13000000,11.98563000
2026-02-23T20:00:00Z,64278.73000000,65016.60000000,63909.62000000,64665.99000000,8.11115000
2026-02-24T00:00:00Z,64643.74000000,64990.56000000,63387.14000000,63580.60000000,10.40474000
2026-02-24T04:00:00Z,63579.70000000,63608.60000000,62726.80000000,63050.31000000,11.97819000
2026-02-24T08:00:00Z,63133.67000000,63416.20000000,62942.83000000,63200.79000000,3.56755000
2026-02-24T12:00:00Z,63201.92000000,64013.24000000,62550.79000000,64013.24000000,11.28901000
2026-02-24T16:00:00Z,63978.11000000,64726.32000000,63730.00000000,64471.14000000,7.35963000
2026-02-24T20:00:00Z,64448.40000000,64581.00000000,63848.60000000,64024.60000000,5.32486000
2026-02-25T00:00:00Z,64072.62000000,66310.29000000,63910.91000000,65389.59000000,16.30062000
2026-02-25T04:00:00Z,65386.14000000,65637.11000000,64754.91000000,65057.74000000,6.50048000
2026-02-25T08:00:00Z,65041.89000000,65691.93000000,64974.62000000,65431.17000000,5.25460000
2026-02-25T12:00:00Z,65436.02000000,67578.04000000,65401.96000000,67410.09000000,10.83494000
2026-02-25T16:00:00Z,67440.14000000,69545.31000000,67425.14000000,69040.24000000,17.61800000
2026-02-25T20:00:00Z,69063.50000000,70100.00000000,67601.64000000,67957.93000000,19.99576000
2026-02-26T00:00:00Z,67991.86000000,68687.30000000,67725.28000000,68230.00000000,10.93106000
