timestamp,open,high,low,close,volume,ema12,ema26,macd,signal,hist,rsi14
2025-03-26T18:00:00Z,86570.0,86750.01,86181.39,86198.53,562.82437,86198.53,86198.53,0.0,0.0,0.0,
2025-03-26T19:00:00Z,86198.52,86800.77,85860.0,86567.19,1124.92816,86255.24692307692,86225.83814814815,29.40877492877189,5.8817549857543785,23.527019943017514,
2025-03-26T20:00:00Z,86567.18,87404.34,86520.1,87280.0,896.05809,86412.90124260355,86303.92421124829,108.97703135525808,26.500810259655122,82.47622109560295,
2025-03-26T21:00:00Z,87280.0,87302.0,86728.91,87109.65,541.36601,86520.09335912608,86363.60760300768,156.48575611840351,52.4977994314048,103.98795668699871,96.77519982767885
2025-03-26T22:00:00Z,87109.64,87147.92,86753.52,86829.48,347.87603,86567.69130387592,86398.11666945156,169.5746344243671,75.91316642999726,93.66146799436984,91.54632894916112
2025-03-26T23:00:00Z,86829.48,86952.2,86562.0,86909.17,333.75432,86620.22648789501,86435.9724717144,184.25401618061005,97.58133638011982,86.67267980049023,91.68396338706923
2025-03-27T00:00:00Z,86909.17,87308.0,86796.26,87285.29,439.26833,86722.54395129578,86498.88488121703,223.6590700787492,122.79688311984572,100.8621869589035,92.3195513218121
2025-03-27T01:00:00Z,87285.3,87519.38,87178.79,87378.87,484.20578,86823.51718955797,86564.06896408985,259.44822546812065,150.1271515895007,109.32107387861996,92.47367992144171
2025-03-27T02:00:00Z,87378.88,87756.39,87338.79,87575.39,474.68254,86939.18992962598,86638.98163341652,300.20829620945733,180.14338051349202,120.06491569596531,92.80042704705565
2025-03-27T03:00:00Z,87575.38,87675.0,87434.78,87670.18,493.00757,87051.64994045276,86715.3666976079,336.28324284486007,211.37135297976565,124.91188986509442,92.95920537328998
2025-03-27T04:00:00Z,87670.17,87691.34,87411.42,87521.61,389.92917,87123.95148807541,86775.08842371101,348.8630643643992,238.86969525669235,109.99336910770683,89.62296692439848
2025-03-27T05:00:00Z,87521.6,87521.6,87262.55,87314.72,498.02432,87153.30048990996,86815.06113306576,338.23935684420576,258.74362757419505,79.49572927001071,85.0456613843035
2025-03-27T06:00:00Z,87314.71,87547.6,87280.0,87352.68,421.13139,87183.97426069304,86854.88475283867,329.089507854369,272.81280363022984,56.276704224139166,85.1950675103167
2025-03-27T07:00:00Z,87352.68,87439.3,87249.68,87399.99,466.03302,87217.20745135564,86895.26291929507,321.9445320605737,282.63914931629864,39.30538274427505,85.39096735064898
2025-03-27T08:00:00Z,87399.99,87597.6,87255.63,87434.82,539.0982,87250.68630499324,86935.2301104584,315.4561945348396,289.20255836000683,26.253636174832764,85.54263812782274
2025-03-27T09:00:00Z,87434.82,87537.74,87385.85,87415.56,453.07467,87276.05148884044,86970.8101022763,305.2413865641429,292.41032400083407,12.83106256330882,85.01701580537416
2025-03-27T10:00:00Z,87415.57,87597.6,87108.99,87195.59,529.03139,87263.67279824961,86987.46046507065,276.2123331789626,289.1707258364598,-12.9583926574972,79.04325495410995
2025-03-27T11:00:00Z,87195.59,87316.29,86787.0,86943.52,674.57069,87214.41852159583,86984.20561580616,230.21290578966727,277.3791618271013,-47.16625603743404,72.73608829365537
2025-03-27T12:00:00Z,86943.51,87110.1,86724.85,86761.05,665.70609,87144.6695182734,86967.67557019088,176.99394808251236,257.3021190781835,-80.30817099567116,68.4765146390142
2025-03-27T13:00:00Z,86761.04,86861.71,85800.0,86383.83,2610.92782,87027.61728469287,86924.42775017675,103.18953451611742,226.4796021657703,-123.29006764965288,60.57842447829131
2025-03-27T14:00:00Z,86383.82,87321.56,86189.19,87297.33,2709.46975,87069.11154858627,86952.05013905255,117.06140953372233,204.59596363936072,-87.53455410563839,69.6943790324132
2025-03-27T15:00:00Z,87297.34,87575.0,86752.58,86974.07,1554.66361,87054.48977188069,86953.68123986346,100.80853201722493,183.83847731493358,-83.02994529770865,64.05000909423552
2025-03-27T16:00:00Z,86974.07,87271.43,86805.2,86835.24,671.69986,87020.7590377452,86944.9078146884,75.85122305680125,162.24102646330712,-86.38980340650588,61.73750335929729
2025-03-27T17:00:00Z,86835.24,87150.95,86796.0,86913.05,596.49192,87004.18841655363,86942.54797656334,61.64043999029673,142.12090916870505,-80.48046917840833,62.55354277001927
2025-03-27T18:00:00Z,86913.04,87420.0,86876.0,87206.52,473.09632,87035.31635246846,86962.10145978087,73.21489268759615,128.33970587248328,-55.12481318488713,65.53879649959086
2025-03-27T19:00:00Z,87206.52,87429.21,87022.99,87060.41,473.80058,87039.17691362716,86969.38357387118,69.79333975598274,116.63043264918318,-46.837092893200435,62.85226249821883
2025-03-27T20:00:00Z,87060.4,87346.07,86943.04,87307.57,454.46299,87080.46815768452,86994.4344202511,86.03373743341945,110.51109360603044,-24.477356172610996,65.43352350500615
2025-03-27T21:00:00Z,87307.57,87728.27,87239.13,87568.68,488.70362,87155.5776718869,87036.97112986213,118.60654202477599,112.13018328977955,6.476358734996438,67.96597461486783
2025-03-27T22:00:00Z,87568.67,87600.0,87309.97,87350.71,263.44675,87185.59803005814,87060.21104616864,125.38698388950434,114.78154340972452,10.605440479779816,63.76612366899308
2025-03-27T23:00:00Z,87350.7,87361.07,87128.01,87232.01,273.51259,87192.73833312612,87072.93689460059,119.80143852553738,115.78552243288709,4.015916092650286,61.53609255560136
2025-03-28T00:00:00Z,87232.01,87402.08,86929.58,87354.01,438.18173,87217.54935879902,87093.75712463017,123.79223416885361,117.3868647800804,6.4053693887732095,62.96951468287622
2025-03-28T01:00:00Z,87354.01,87515.67,87116.0,87230.29,516.42696,87219.50945744533,87103.87067095385,115.63878649147227,117.03724912235879,-1.3984626308865131,60.50693320520163
2025-03-28T02:00:00Z,87230.3,87327.98,86950.75,86987.77,388.73132,87183.85723322297,87095.27062125357,88.58661196939647,111.34712169176633,-22.76050972236986,55.89262007620152
2025-03-28T03:00:00Z,86987.78,87018.36,86750.0,86787.16,568.38044,87122.8268896502,87072.44761227182,50.3792773783789,99.15355282908885,-48.77427545070995,52.3371142396584
2025-03-28T04:00:00Z,86787.17,86832.64,85952.54,86305.38,1475.68093,86997.065829704,87015.62778914058,-18.56195943657076,75.61045037595693,-94.17240981252769,44.942945865533666
2025-03-28T05:00:00Z,86305.38,86305.38,85827.97,86059.02,1025.35492,86852.75108667262,86944.76795290795,-92.01686623532441,42.084987053700665,-134.1018532890251,41.698738603870076
2025-03-28T06:00:00Z,86059.02,86250.0,85648.25,85719.27,1011.00124,86678.36938103069,86853.99032676662,-175.6209457359364,-1.4561995042267464,-174.16474623170964,37.661212797367305
2025-03-28T07:00:00Z,85719.27,85888.6,85162.48,85212.99,2159.05919,86452.92639933366,86732.43474700613,-279.5083476724685,-57.066629137875104,-222.4417185345934,32.59625239053385
2025-03-28T08:00:00Z,85212.98,85441.25,85050.01,85213.87,1389.5787,86262.30233789771,86619.94846945013,-357.64613155242114,-117.18252962078432,-240.46360193163682,32.613216578041246
2025-03-28T09:00:00Z,85213.87,85417.47,85005.0,85148.0,1298.56622,86090.87120899037,86510.91524949086,-420.044040500492,-177.75483179672588,-242.2892087037661,31.964717203454043
2025-03-28T10:00:00Z,85148.0,85250.79,84896.0,84941.49,988.61456,85914.04333068416,86394.66152730635,-480.61819662219204,-238.3275047618191,-242.29069186037293,29.9537489298948
2025-03-28T11:00:00Z,84941.49,85255.26,84800.0,85255.26,1274.00029,85812.69204904044,86310.26141417255,-497.5693651321053,-290.17587683587635,-207.39348829622895,36.49140229838754
2025-03-28T12:00:00Z,85255.25,85609.74,84888.0,85028.27,1145.41519,85692.01173380345,86215.2990871968,-523.2873533933598,-336.79817214737307,-186.48918124598674,34.017835404251244
2025-03-28T13:00:00Z,85028.27,85575.68,84904.96,84994.0,1317.0906,85584.6253132183,86124.83248814518,-540.2071749268798,-377.4799727032744,-162.7272022236054,33.647008168805016
2025-03-28T14:00:00Z,84994.0,85120.19,84148.8,84172.01,3331.05298,85367.29988041549,85980.1789705048,-612.8790900893073,-424.55979618048104,-188.31929390882624,26.254314052680883
2025-03-28T15:00:00Z,84172.01,84530.45,83953.86,84051.16,2589.07955,85164.81682189002,85837.28867639333,-672.4718545033102,-474.14220784504687,-198.3296466582633,25.371700359219517
2025-03-28T16:00:00Z,84051.15,84217.61,83671.9,83794.73,1152.23131,84954.03423390695,85685.98803369753,-731.9537997905863,-525.7045262341549,-206.2492735564315,23.561681394682736
2025-03-28T17:00:00Z,83794.72,84010.41,83585.0,84008.45,1114.8659,84808.5597363828,85561.72595712735,-753.1662207445479,-571.1968651362336,-181.96935560831434,28.161610672091996
2025-03-28T18:00:00Z,84008.46,84169.52,83720.0,83880.0,755.86923,84665.70439232391,85437.15366400681,-771.4492716828972,-611.2473464455663,-160.2019252373309,27.105823779085767
2025-03-28T19:00:00Z,83879.99,83893.48,83636.36,83790.73,834.89668,84531.092947351,85315.19635556186,-784.1034082108526,-645.8185587986236,-138.28484941222905,26.366015166164175
2025-03-28T20:00:00Z,83790.74,84160.38,83714.28,83794.41,1271.03433,84417.757109297,85202.54551440912,-784.7884051121218,-673.6125280613232,-111.17587705079859,26.455127155968214
2025-03-28T21:00:00Z,83794.41,84110.36,83697.83,84052.29,295.77685,84361.53140017438,85117.34140223067,-755.8100020562852,-690.0520228603157,-65.75797919596948,32.6098537138289
2025-03-28T22:00:00Z,84052.29,84480.36,84052.29,84480.35,382.78331,84379.81118476293,85070.15685391729,-690.3456691543543,-690.1107521191234,-0.2349170352308647,41.37942046352646
2025-03-28T23:00:00Z,84480.35,84538.69,84200.01,84424.38,459.05926,84386.66792556863,85022.3215314049,-635.653605836269,-679.2193228625525,43.56571702628355,40.634833266814454
2025-03-29T00:00:00Z,84424.38,84624.73,84353.49,84396.89,414.88307,84388.24055240423,84975.99326981936,-587.7527174151328,-660.9260017730686,73.17328435793581,40.25172652908071
2025-03-29T01:00:00Z,84396.89,84502.42,84216.0,84281.9,283.36385,84371.88046741896,84924.57895353645,-552.698486117486,-639.2804986419521,86.58201252446611,38.61184715380988
2025-03-29T02:00:00Z,84281.91,84423.53,83817.23,83851.4,407.56827,84291.8065493545,84845.08421623745,-553.2776668829465,-622.0799322901511,68.80226540720457,33.16435394995797
2025-03-29T03:00:00Z,83851.39,84254.72,83709.67,84166.3,420.1986,84272.49784945381,84794.80390392356,-522.306054469751,-602.125156726071,79.8191022563201,39.849342751431784
2025-03-29T04:00:00Z,84166.3,84258.45,83968.81,84072.96,287.24956,84241.79971876861,84741.33398511441,-499.53426634579955,-581.6069786500168,82.07271230421725,38.61639662811992
2025-03-29T05:00:00Z,84072.97,84093.99,83858.22,84012.64,235.85366,84206.54437741959,84687.35665288371,-480.81227546412265,-561.448038012838,80.63576254871532,37.80240380972958
2025-03-29T06:00:00Z,84012.65,84012.65,83672.74,83787.28,335.98213,84142.04216550889,84620.68430822565,-478.6421427167661,-544.8868589536237,66.24471623685758,34.84701519440728
2025-03-29T07:00:00Z,83787.28,83892.0,83662.86,83731.82,244.43629,84078.9310631229,84554.84250761634,-475.91144449343847,-531.0917760615866,55.180331568148176,34.13965275843165
2025-03-29T08:00:00Z,83731.83,83944.36,83666.65,83934.95,340.17747,84056.78013033477,84508.9245440892,-452.1444137544313,-515.3023036001556,63.1578898457243,39.02199799154858
2025-03-29T09:00:00Z,83934.94,83947.42,83266.65,83544.8,720.14163,83978.0139564371,84437.50791119371,-459.49395475660276,-504.1406338314451,44.646679074842325,33.833997503876574
2025-03-29T10:00:00Z,83544.8,83559.23,82820.85,82927.81,735.21277,83816.44411698524,84325.67843629047,-509.23431930523657,-505.1593709262034,-4.074948379033174,27.587529568939345
2025-03-29T11:00:00Z,82927.8,83108.08,82007.0,82293.56,1843.3693,83582.15425283366,84175.1511447134,-592.9968918797385,-522.7268751169105,-70.27001676282805,22.905912986524825
2025-03-29T12:00:00Z,82293.56,82527.7,82145.22,82462.7,634.07629,83409.93052162848,84048.30291177167,-638.3723901431804,-545.8559781221645,-92.51641202101587,26.488595194878968
2025-03-29T13:00:00Z,82462.69,82863.49,82454.44,82851.95,578.26067,83324.08736445487,83959.68417756636,-635.5968131114932,-563.8041451200303,-71.79266799146296,34.080771921033204
2025-03-29T14:00:00Z,82851.95,82882.01,82459.0,82504.01,452.6138,83197.9216160772,83851.85646070959,-653.9348446323856,-581.8302850225014,-72.10455960988429,30.998876086006817
2025-03-29T15:00:00Z,82504.02,82617.01,82383.2,82414.23,295.79723,83077.35367514225,83745.36561176814,-668.0119366258878,-599.0666153431787,-68.94532128270907,30.239011766054787
2025-03-29T16:00:00Z,82414.22,82683.78,82173.19,82198.43,538.75064,82942.13464819729,83630.7777886742,-688.64314047691,-616.981920369925,-71.66122010698507,28.434763692323912
2025-03-29T17:00:00Z,82198.44,82625.05,81644.81,82332.63,1231.20197,82848.36470232079,83534.61869321685,-686.2539908960607,-630.8363344751522,-55.41765642090854,31.18455867129812
2025-03-29T18:00:00Z,82332.62,82673.0,82214.88,82343.64,368.88573,82770.71474811759,83446.39804927487,-675.6833011572744,-639.8057278115766,-35.87757334569778,31.417384808613974
2025-03-29T19:00:00Z,82343.64,82758.41,82209.59,82758.4,370.86895,82768.82017148411,83395.43523081006,-626.6150593259517,-637.1675941144516,10.552534788499884,39.694801444756436
2025-03-29T20:00:00Z,82758.4,82787.29,82422.22,82511.17,376.35969,82729.18168356348,83329.93410260191,-600.7524190384283,-629.884559099247,29.132140060818642,36.84052782140919
2025-03-29T21:00:00Z,82511.16,82685.45,82353.51,82518.74,212.79105,82696.80603993832,83269.84565055733,-573.0396106190019,-618.515569403198,45.47595878419611,36.98992807670477
2025-03-29T22:00:00Z,82518.74,82522.0,82258.86,82389.75,188.29229,82649.56664917858,83204.65338014567,-555.0867309670866,-605.8298017159758,50.74307074888918,35.451109141906315
2025-03-29T23:00:00Z,82389.75,82679.52,82342.0,82648.54,180.06373,82649.4087031511,83163.45979643117,-514.051093280068,-587.4740600287943,73.42296674872625,40.7745061553023
2025-03-30T00:00:00Z,82648.53,82888.93,82500.0,82799.73,310.37514,82672.53505651247,83136.51684854738,-463.981792034916,-562.7756064300187,98.79381439510269,43.695965505313026
2025-03-30T01:00:00Z,82799.73,83075.48,82762.71,82941.13,445.84784,82713.85735551055,83122.04374865498,-408.1863931444241,-531.8577637728998,123.67137062847576,46.360883204076025
2025-03-30T02:00:00Z,82941.14,83372.81,82925.67,83330.0,417.67201,82808.64853158586,83137.44791542127,-328.79938383541594,-491.24608778540306,162.44670394998712,52.95554384696137
2025-03-30T03:00:00Z,83330.0,83503.53,83048.88,83088.81,431.74613,82851.75029595726,83133.84510687155,-282.0948109142919,-449.4158324111809,167.321021496889,48.9368374856405
2025-03-30T04:00:00Z,83088.82,83314.42,83078.94,83109.81,213.20024,82891.45178888692,83132.06472858477,-240.61293969785038,-407.6552538685148,167.04231417066444,49.29762196921235
2025-03-30T05:00:00Z,83109.81,83230.0,82924.23,82958.3,272.84116,82901.73612905816,83119.19326720812,-217.45713814995543,-369.61563072480294,152.15849257484751,46.732176219595246
2025-03-30T06:00:00Z,82958.3,83306.26,82868.96,83178.14,402.67107,82944.25980151075,83123.55969185937,-179.299890348615,-331.5524826495654,152.25259230095037,50.738061119699644
2025-03-30T07:00:00Z,83178.14,83321.16,83068.66,83076.59,349.72683,82964.61829358601,83120.08045542534,-155.46216183932847,-296.334418487518,140.87225664818953,48.90838292696668
2025-03-30T08:00:00Z,83076.58,83406.14,83076.58,83378.09,354.71899,83028.229325342,83139.19227354198,-110.96294819997274,-259.26012443000894,148.2971762300362,54.190286761375965
2025-03-30T09:00:00Z,83378.1,83517.78,83255.83,83502.32,224.07536,83101.16635221247,83166.09062364999,-64.92427143751411,-220.39295383151,155.4686823939959,56.19957843243274
